index,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,SVR_Wallmart_1_1_linear_1_0.6_auto,1,1,0.03954958915710449,0.5588428474958155,5.009818053984794,0.7475579225022069,0.5853548011010943
1,SVR_Wallmart_1_2_linear_1_0.6_auto,1,2,0.3320326805114746,0.46746358439913965,4.213005249958995,0.6837130863155536,0.5308842861223085
2,SVR_Wallmart_1_3_linear_1_0.6_auto,1,3,1.2509891986846924,0.4544240157331052,6.138492499850708,0.674109795013472,0.5230115346407942
3,SVR_Wallmart_1_4_linear_1_0.6_auto,1,4,1.9303972721099854,0.45877813047357,5.224010749811193,0.6773316251833883,0.529938090014277
4,SVR_Wallmart_1_5_linear_1_0.6_auto,1,5,1.606513500213623,0.44271945393170037,5.068067810386856,0.6653716660120871,0.515472479639817
5,SVR_Wallmart_2_1_poly_1_0.9_auto,2,1,45.24296283721924,19532.564374664733,4360.293006980912,139.7589509643827,73.64077480035189
6,SVR_Wallmart_2_2_poly_1_0.9_auto,2,2,713.5082983970642,7148.447505790935,7019.287227146653,84.5484920373565,45.47811392306977
7,SVR_Wallmart_2_3_poly_1_0.9_auto,2,3,6272.374153137207,8456.85063149463,3550.9741964006057,91.96113652785415,47.46209855919441
8,SVR_Wallmart_2_4_poly_1_0.9_auto,2,4,3144.457934856415,13884.69840436564,3870.7243547639073,117.83335013639237,53.62415325249311
9,SVR_Wallmart_2_5_poly_1_0.9_auto,2,5,2857.779205799103,5980.161900434651,3326.131587641846,77.3315065185895,37.60834076729639
10,SVR_Wallmart_3_1_linear_1_0.2_auto,3,1,0.05207633972167969,0.4461812415331645,8.313020245512828,0.6679679943928186,0.49839231979300774
11,SVR_Wallmart_3_2_linear_1_0.2_auto,3,2,0.376828670501709,0.4143101311101818,8.69501226912472,0.643669271528618,0.4795022426261839
12,SVR_Wallmart_3_3_linear_1_0.2_auto,3,3,0.971430778503418,0.44901297081266506,9.982789006641987,0.6700843012731048,0.5044135370393551
13,SVR_Wallmart_3_4_linear_1_0.2_auto,3,4,1.8696932792663574,0.41845188718385334,9.301910908254596,0.6468785722095403,0.4833984578161874
14,SVR_Wallmart_3_5_linear_1_0.2_auto,3,5,4.1995344161987305,0.41723154678070673,8.28097341162104,0.6459346304237812,0.48469101769757716
15,SVR_Wallmart_4_1_poly_1_0.3_scale,4,1,0.014932870864868164,0.5668463221794753,2.993783612621183,0.7528919724498829,0.578881154678389
16,SVR_Wallmart_4_2_poly_1_0.3_scale,4,2,0.05845808982849121,0.5322086550329006,6.564934157508652,0.7295263223715102,0.5507462776400787
17,SVR_Wallmart_4_3_poly_1_0.3_scale,4,3,0.11839652061462402,0.5326998949344073,7.626729659188636,0.7298629288670628,0.5520103277971627
18,SVR_Wallmart_4_4_poly_1_0.3_scale,4,4,0.18671441078186035,0.5369700621613008,6.418184014347678,0.7327824111980997,0.55718075298234
19,SVR_Wallmart_4_5_poly_1_0.3_scale,4,5,0.24086618423461914,0.5292497566235129,5.572918652056616,0.7274955371846022,0.5518353712924079
20,SVR_Wallmart_5_1_poly_1_0.4_auto,5,1,8.659162759780884,137582.24386707446,7033.110971087632,370.92080538448425,179.92134107521656
21,SVR_Wallmart_5_2_poly_1_0.4_auto,5,2,1479.5155436992645,9457.252295598666,6108.6181131998555,97.24840510568112,49.82631228619099
22,SVR_Wallmart_5_3_poly_1_0.4_auto,5,3,7876.831107854843,5253.007421950979,3920.4398567355697,72.47763394283079,44.75084347614946
23,SVR_Wallmart_5_4_poly_1_0.4_auto,5,4,3856.3312814235687,7961.06722796419,6639.17247171613,89.22481284914073,45.24107971830228
24,SVR_Wallmart_5_5_poly_1_0.4_auto,5,5,8386.561448812485,4191.418967667302,3200.412491874956,64.74116903228811,33.185534709179095
25,SVR_Wallmart_6_1_poly_0.8_0.6_scale,6,1,0.011948108673095703,0.5452990480471366,3.327999073162609,0.7384436661297439,0.5642978943618545
26,SVR_Wallmart_6_2_poly_0.8_0.6_scale,6,2,0.052565813064575195,0.5803189232265338,5.94972330314626,0.7617866651671804,0.5880135678196139
27,SVR_Wallmart_6_3_poly_0.8_0.6_scale,6,3,0.08363556861877441,0.5305740487833994,5.521564802553157,0.7284051405525632,0.5578348417085598
28,SVR_Wallmart_6_4_poly_0.8_0.6_scale,6,4,0.1336514949798584,0.5333775076330528,5.468977681004521,0.7303269867895152,0.5597606818579768
29,SVR_Wallmart_6_5_poly_0.8_0.6_scale,6,5,0.1961071491241455,0.5275163705071454,4.716778418003757,0.7263032221511518,0.5577152388944602
30,SVR_Wallmart_7_1_sigmoid_0.8_0.9_auto,7,1,0.008615255355834961,0.5612690100185916,1.1162252238322312,0.7491788905318887,0.5795160543886219
31,SVR_Wallmart_7_2_sigmoid_0.8_0.9_auto,7,2,0.020000219345092773,0.5624565601892791,1.1407369923943316,0.7499710395670484,0.5814250537825835
32,SVR_Wallmart_7_3_sigmoid_0.8_0.9_auto,7,3,0.04090404510498047,0.5609729845575112,1.1904996942837842,0.7489812978689864,0.5789879012714368
33,SVR_Wallmart_7_4_sigmoid_0.8_0.9_auto,7,4,0.07004261016845703,0.5613291795487904,1.101740370662296,0.7492190464402185,0.5796191448265154
34,SVR_Wallmart_7_5_sigmoid_0.8_0.9_auto,7,5,0.10043597221374512,0.565357546501445,1.6979564670021214,0.7519026176982263,0.5854190375152089
35,SVR_Wallmart_8_1_rbf_1_0.9_scale,8,1,0.011797428131103516,0.6025213261010485,3.93250739917547,0.7762224720407471,0.6012433277321608
