,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,LSTM_Wallmart_1_1_800_90.0_1.0_192.0_0.54_adam_4.725869469670018e-05,1,1,4.89007306098938,0.8557055592536926,0.925043523311615,0.702630341053009,119.39745330810547
1,LSTM_Wallmart_1_2_800_90.0_1.0_192.0_0.54_adam_4.725869469670018e-05,1,2,29.62915849685669,0.560046374797821,0.7483624815940857,0.5869503617286682,197.7790069580078
2,LSTM_Wallmart_1_3_800_90.0_1.0_192.0_0.54_adam_4.725869469670018e-05,1,3,24.31241273880005,0.5298658013343811,0.727918803691864,0.5593178272247314,174.57833862304688
3,LSTM_Wallmart_1_4_800_90.0_1.0_192.0_0.54_adam_4.725869469670018e-05,1,4,41.13284778594971,0.4743310213088989,0.6887169480323792,0.5146610140800476,197.2865753173828
4,LSTM_Wallmart_1_5_800_90.0_1.0_192.0_0.54_adam_4.725869469670018e-05,1,5,92.80722236633301,0.453069269657135,0.6731041669845581,0.5007081031799316,213.21250915527344
5,LSTM_Wallmart_2_1_800_50.0_2.0_448.0_0.61_adam_2.9109686717570065e-05,2,1,13.401384115219116,0.7923687100410461,0.8901509642601013,0.6612915396690369,133.1465301513672
6,LSTM_Wallmart_2_2_800_50.0_2.0_448.0_0.61_adam_2.9109686717570065e-05,2,2,76.3767511844635,0.49996981024742126,0.7070854306221008,0.5412544012069702,201.8253631591797
7,LSTM_Wallmart_2_3_800_50.0_2.0_448.0_0.61_adam_2.9109686717570065e-05,2,3,27.31008219718933,0.5461941361427307,0.73904949426651,0.5748488903045654,167.0969696044922
8,LSTM_Wallmart_2_4_800_50.0_2.0_448.0_0.61_adam_2.9109686717570065e-05,2,4,49.64177179336548,0.4857214689254761,0.6969372034072876,0.527424693107605,185.141357421875
9,LSTM_Wallmart_2_5_800_50.0_2.0_448.0_0.61_adam_2.9109686717570065e-05,2,5,152.87438416481018,0.44496098160743713,0.6670539379119873,0.48608162999153137,205.97523498535156
10,LSTM_Wallmart_3_1_800_30.0_2.0_352.0_0.43_adam_4.741368456514275e-05,3,1,8.589958429336548,0.8420544266700745,0.9176352620124817,0.6989349722862244,106.615478515625
11,LSTM_Wallmart_3_2_800_30.0_2.0_352.0_0.43_adam_4.741368456514275e-05,3,2,53.00114107131958,0.4887642562389374,0.6991167664527893,0.5252826809883118,195.60162353515625
