,nameModel,trial_optimizacion_bayesiana,Step_validacion,time,MSE,RMSE,MAE,MAPE
0,ELM_tanh_192.0,1,1,0.055551767349243164,40423340836.60353,376234.6571336598,201055.56653970946,85856.5092077864
1,ELM_tanh_192.0,1,2,0.05021476745605469,2670140837.4630604,48728.658568672916,51673.40551447195,13427.512570529765
2,ELM_tanh_192.0,1,3,0.0598602294921875,513016.0733609401,416.4031947993124,716.251403740991,155.60508571579237
3,ELM_tanh_192.0,1,4,0.059560298919677734,3835101.563570928,1226.992852845083,1958.3415339442015,413.1379349546116
4,ELM_tanh_192.0,1,5,0.09038043022155762,126472241.69175297,2074.425416320977,11245.987804179453,478.16744597317705
5,ELM_sigm_64.0,2,1,0.007421255111694336,6246163.651770497,3769.0770590016473,2499.232612577408,866.2122913607982
6,ELM_sigm_64.0,2,2,0.004644870758056641,5.450730243078474,6.582210384073036,2.3346799016307296,1.077510944390612
7,ELM_sigm_64.0,2,3,0.0014955997467041016,46262.677282021825,219.13143717084637,215.0876037386205,68.411214785112
8,ELM_sigm_64.0,2,4,0.01640009880065918,1805.8542034259624,42.67410102517481,42.49534331460286,13.502826230948221
9,ELM_sigm_64.0,2,5,0.007476806640625,0.8859074723443615,3.7184601883919357,0.941226578643188,0.7089133429916787
10,ELM_sigm_288.0,3,1,0.05201864242553711,608238674.5891385,46822.272207943584,24662.49530337793,9904.918504362528
11,ELM_sigm_288.0,3,2,0.07990741729736328,25883660.9477681,5508.7342100831365,5087.598740837184,1394.3318734803306
12,ELM_sigm_288.0,3,3,0.013921260833740234,552586.8773389022,422.331030599032,743.3618750910637,124.1415976973438
13,ELM_sigm_288.0,3,4,0.07972383499145508,312619.26676949655,585.1572288069312,559.1236596402414,178.8475893290845
14,ELM_sigm_288.0,3,5,0.0330202579498291,221.7546162364568,24.332533761125635,14.891427609079553,3.186478136610713
15,ELM_tanh_416.0,4,1,0.11841583251953125,22773163538.526463,411757.2020186578,150907.79813689704,78177.70328958769
16,ELM_tanh_416.0,4,2,0.1521766185760498,423529022.5821606,30314.407760789905,20579.82076166264,6642.657469940308
17,ELM_tanh_416.0,4,3,0.13572359085083008,247893714.76472962,16678.754513834734,15744.640826793402,4459.049225274006
18,ELM_tanh_416.0,4,4,0.1620488166809082,15710377.711986186,4203.990156237231,3963.631884015743,877.7119089698789
19,ELM_tanh_416.0,4,5,0.14836597442626953,208307.5938147922,146.7593186161541,456.40726748682715,28.71969974133406
20,ELM_sigm_64.0,5,1,0.002351522445678711,47850.12487794128,189.68507100019917,218.74671398204197,51.95950363743443
21,ELM_sigm_64.0,5,2,0.00463557243347168,6.643106144518269,5.879248482812398,2.5774223838009687,1.252450302432702
22,ELM_sigm_64.0,5,3,0.006193637847900391,81.73895351866707,12.153094411428267,9.040959767561576,2.996044742586217
23,ELM_sigm_64.0,5,4,0.004820585250854492,2104.357045264832,12.712351255878254,45.873271577955194,4.486238921301453
24,ELM_sigm_64.0,5,5,0.006158351898193359,1.0019202870505532,3.3967226578505687,1.000959683029518,0.7424329057787786
25,ELM_tanh_480.0,6,1,0.09600591659545898,8122123287.93832,225347.86599615,90122.82334646602,44101.446231014605
26,ELM_tanh_480.0,6,2,0.18268847465515137,459808253.3727684,28562.0386465684,21443.1400073023,7615.634282826292
27,ELM_tanh_480.0,6,3,0.1706249713897705,50526643.78538241,6092.814595072923,7108.209604772668,1886.806828015098
28,ELM_tanh_480.0,6,4,0.19745588302612305,105340486.87084843,11643.879284867002,10263.551377123244,3239.3552949674554
29,ELM_tanh_480.0,6,5,0.2226881980895996,15585948.753344385,769.6007640495501,3947.904349568817,264.4022630832183
30,ELM_tanh_96.0,7,1,0.03281354904174805,507489813.3953426,39233.03631887192,22527.534560962114,8983.258220646738
31,ELM_tanh_96.0,7,2,0.031244993209838867,166.90022286304304,15.55185014516809,12.918986913184913,3.0809811303797376
32,ELM_tanh_96.0,7,3,0.03750300407409668,132296.3356938303,203.3027161528565,363.7256324399345,68.19237475240904
33,ELM_tanh_96.0,7,4,0.04504966735839844,94.21992902807453,12.646728608656748,9.706695062073111,2.607700285904938
34,ELM_tanh_96.0,7,5,0.04511618614196777,8.097567070229074,3.7306201596031463,2.8456224398589973,0.9693392942657464
35,ELM_sigm_480.0,8,1,0.1322941780090332,875544552.0093603,85123.13857091976,29589.602092785233,15564.372185364819
36,ELM_sigm_480.0,8,2,0.1216578483581543,20392541.557536583,9697.235830519012,4515.81017731443,1652.0182899486347
37,ELM_sigm_480.0,8,3,0.1045677661895752,69297054.18648489,6863.331371742339,8324.485220509727,2400.419822166419
38,ELM_sigm_480.0,8,4,0.10097265243530273,18172030.504146777,5491.3527826730615,4262.866465671517,1325.458889840669
39,ELM_sigm_480.0,8,5,0.11289095878601074,9651.800399957947,309.84637936053855,98.24357688906663,19.36411255248425
40,ELM_sigm_256.0,9,1,0.03670454025268555,119176728625.32234,267587.2427245119,345219.8265240893,83532.09315928421
41,ELM_sigm_256.0,9,2,0.03504753112792969,21920028.83891366,2281.816551460318,4681.883044130178,871.2686576268072
42,ELM_sigm_256.0,9,3,0.03322601318359375,1437439.9942370546,661.3268106846422,1198.9328564340267,228.929081319717
43,ELM_sigm_256.0,9,4,0.00855708122253418,1913797.0484407137,872.7827151394969,1383.4005379645887,319.459976160654
44,ELM_sigm_256.0,9,5,0.011553525924682617,59.523512403461304,15.493263911866006,7.715148242481236,2.406215436288455
45,ELM_tanh_352.0,10,1,0.0539851188659668,19101547890.897137,373719.351592615,138208.34957012234,68610.30266563545
46,ELM_tanh_352.0,10,2,0.05233573913574219,570218200.5182446,32846.00975510689,23879.24204237322,8478.061791260037
47,ELM_tanh_352.0,10,3,0.05989670753479004,572117586.8800997,32137.391399618766,23918.97963710199,4857.558828481567
48,ELM_tanh_352.0,10,4,0.06339550018310547,43877294.93356939,6785.058831294718,6623.993880852351,2013.8871846091063
49,ELM_tanh_352.0,10,5,0.07294702529907227,438502.70821001945,248.5484612361772,662.1953701212501,52.983499457668486
50,ELM_sigm_288.0,11,1,0.03637361526489258,564955770.4406241,41634.3902604496,23768.79825402673,9576.055427915775
51,ELM_sigm_288.0,11,2,0.04175901412963867,1254363.227203346,1996.4766529624478,1119.9835834526084,350.8142200083841
52,ELM_sigm_288.0,11,3,0.007570505142211914,524966.1227056755,619.4071097234952,724.545459378275,160.1349990951799
53,ELM_sigm_288.0,11,4,0.010947942733764648,614620.044372957,304.56248904543656,783.9770687800485,126.71842103385168
54,ELM_sigm_288.0,11,5,0.05083155632019043,94.84676866375092,10.049539159445494,9.738930570845596,1.7249651946026425
55,ELM_tanh_288.0,12,1,0.0344693660736084,12814517804.40341,261536.36973698385,113201.22704460146,49006.21355476652
56,ELM_tanh_288.0,12,2,0.044851064682006836,231516358.93247145,15786.35015959809,15215.661633082915,4070.7600497399817
57,ELM_tanh_288.0,12,3,0.04433321952819824,34712115.745220415,3930.293257565693,5891.698884466213,1393.9978180896253
58,ELM_tanh_288.0,12,4,0.05296039581298828,1574711.1509236745,394.6211800347487,1254.874954297708,127.18142931501286
59,ELM_tanh_288.0,12,5,0.0514984130859375,181613.8894497869,128.16560110491628,426.16181134609764,27.386476198257856
60,ELM_sigm_160.0,13,1,0.025699615478515625,78097253.48341388,10872.272380151026,8837.265045443295,2678.0339899876094
61,ELM_sigm_160.0,13,2,0.002887248992919922,668222.6380232725,365.0875518617982,817.4488595767153,104.54905734377051
62,ELM_sigm_160.0,13,3,0.008925199508666992,3091426.0837555993,1470.6566247641385,1758.2451716855642,493.05290287525355
63,ELM_sigm_160.0,13,4,0.009392499923706055,334317.5117845409,590.3881645364818,578.2019645284344,183.04021803391683
64,ELM_sigm_160.0,13,5,0.005959510803222656,2.3812414883903297,6.706653834760272,1.5431271782942357,1.0179870931132065
65,ELM_sigm_448.0,14,1,0.07945632934570312,663708054.7995365,98194.17726673612,25762.531995119123,16359.561598171127
66,ELM_sigm_448.0,14,2,0.06946730613708496,48694767.51178362,13856.988778865758,6978.1636203075395,2528.524017742837
67,ELM_sigm_448.0,14,3,0.08626508712768555,157627168.82632178,10297.287692577092,12554.965903033022,3478.990964103895
68,ELM_sigm_448.0,14,4,0.08777594566345215,81214231.55082852,8484.471901045352,9011.893893673434,2704.1817038600298
69,ELM_sigm_448.0,14,5,0.08974695205688477,771.1765340936302,69.82246297864235,27.77006543192922,6.131448689006848
70,ELM_sigm_384.0,15,1,0.04911041259765625,9840597563.091415,256305.70842928035,99199.78610406081,44117.64631708683
71,ELM_sigm_384.0,15,2,0.06133246421813965,75801878.4531797,8408.472577814644,8706.4274219211,2216.1385776150855
72,ELM_sigm_384.0,15,3,0.05915498733520508,3694712.686652272,1999.984005868104,1922.1635431597053,614.8115862619982
73,ELM_sigm_384.0,15,4,0.06229090690612793,202788170.59425697,7079.916300237114,14240.37115366931,2925.484019252511
74,ELM_sigm_384.0,15,5,0.06966352462768555,2678.0793642168355,52.265207547627526,51.750162939036585,6.210882383534606
75,ELM_sigm_352.0,16,1,0.04797840118408203,984538979.874558,75759.41545958123,31377.36413203885,14155.705993793503
76,ELM_sigm_352.0,16,2,0.05517148971557617,14529067.404621394,3917.034607601995,3811.7013792559083,912.2501556752184
77,ELM_sigm_352.0,16,3,0.06087446212768555,13056419.954409858,1470.682167019844,3613.3668447045143,637.5569910706001
78,ELM_sigm_352.0,16,4,0.06928467750549316,85318965.31065695,9466.373643908233,9236.826582255237,2868.936675659218
79,ELM_sigm_352.0,16,5,0.020105361938476562,3389.635955752465,51.156143122039225,58.22058017361614,6.904954912406734
80,ELM_sigm_64.0,17,1,0.0007171630859375,15701.560844902238,148.6212831019981,125.30586915584696,35.85250712670445
81,ELM_sigm_64.0,17,2,0.0009868144989013672,360.43134104637574,12.95765555024128,18.98502939282359,3.612784485081895
82,ELM_sigm_64.0,17,3,0.0013756752014160156,952.8685363884082,21.728918465830287,30.868568745382547,6.216005604070242
83,ELM_sigm_64.0,17,4,0.0017571449279785156,2188.7227487586515,17.319570804094315,46.78378724257637,4.136991314842254
84,ELM_sigm_64.0,17,5,0.0021295547485351562,0.8716421183002311,2.527777454056045,0.9336177581324335,0.6800260764094229
85,ELM_tanh_96.0,18,1,0.025628089904785156,818486458.0493661,24151.055399710163,28609.202331581462,7115.563990352778
86,ELM_tanh_96.0,18,2,0.024392366409301758,807238.313136298,604.9486030332407,898.4644195160419,111.56228639459044
87,ELM_tanh_96.0,18,3,0.02667713165283203,2931100.3464218434,1779.9908162800523,1712.0456613133433,518.362107714329
88,ELM_tanh_96.0,18,4,0.020549774169921875,357087234.6345888,14460.282707057933,18896.75195991599,4320.480653652078
89,ELM_tanh_96.0,18,5,0.03392958641052246,1.5230227818997981,4.372282527488078,1.2341080916596399,0.8262216944976711
90,ELM_tanh_256.0,19,1,0.04312944412231445,13665391275.253567,194383.97168908874,116899.06447552763,48598.76976622187
91,ELM_tanh_256.0,19,2,0.042896270751953125,33313603.81259836,5504.31618844571,5771.7938123774275,1534.3763388764235
